CountryName,CountryCode,IndicatorName,IndicatorCode,Years,Val
Lithuania,LTU,Income share held by second 20%,SI.DST.02ND.20,2015,11.6
Lithuania,LTU,Income share held by third 20%,SI.DST.03RD.20,2015,15.9
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,142.7088762
Lithuania,LTU,"Population, total",SP.POP.TOTL,2015,2904910.0
Lithuania,LTU,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Lithuania,LTU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Lithuania,LTU,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,3.67569994926453
Lithuania,LTU,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,26.0620002746582
Lithuania,LTU,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,11.670299530029302
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,9.11999988555908
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,9.11999988555908
Lithuania,LTU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,16.284000396728498
Lithuania,LTU,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,16.298700332641598
Luxembourg,LUX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,90.15305
Luxembourg,LUX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,34.46018552
Luxembourg,LUX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,74760.0
Luxembourg,LUX,Income share held by fourth 20%,SI.DST.04TH.20,2015,23.1
Luxembourg,LUX,Income share held by highest 20%,SI.DST.05TH.20,2015,41.0
Luxembourg,LUX,Income share held by lowest 20%,SI.DST.FRST.20,2015,7.2
Luxembourg,LUX,Income share held by second 20%,SI.DST.02ND.20,2015,12.1
Luxembourg,LUX,Income share held by third 20%,SI.DST.03RD.20,2015,16.7
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,142.3577966
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2015,569604.0
Luxembourg,LUX,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Luxembourg,LUX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Luxembourg,LUX,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,4.72590017318726
Luxembourg,LUX,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,10.5704002380371
Luxembourg,LUX,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,6.2494997978210405
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,6.669000148773191
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,6.66860008239746
Luxembourg,LUX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,17.2430000305176
Luxembourg,LUX,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,17.3463001251221
"Macao SAR, China",MAC,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,90.78338000000001
"Macao SAR, China",MAC,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,28.225084499999998
"Macao SAR, China",MAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,64360.0
"Macao SAR, China",MAC,Income share held by fourth 20%,SI.DST.04TH.20,2015,
"Macao SAR, China",MAC,Income share held by highest 20%,SI.DST.05TH.20,2015,
"Macao SAR, China",MAC,Income share held by lowest 20%,SI.DST.FRST.20,2015,
"Macao SAR, China",MAC,Income share held by second 20%,SI.DST.02ND.20,2015,
"Macao SAR, China",MAC,Income share held by third 20%,SI.DST.03RD.20,2015,
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,314.92181339999996
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2015,602085.0
"Macao SAR, China",MAC,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
"Macao SAR, China",MAC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
"Macao SAR, China",MAC,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,1.5900000333786002
"Macao SAR, China",MAC,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,1.91999995708466
"Macao SAR, China",MAC,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,1.82000005245209
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,1.8099999427795401
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,1.8099999427795401
"Macao SAR, China",MAC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,4.36199998855591
"Macao SAR, China",MAC,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,4.46000003814697
Madagascar,MDG,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,
Madagascar,MDG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,0.097771371
Madagascar,MDG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,420.0
Madagascar,MDG,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Madagascar,MDG,Income share held by highest 20%,SI.DST.05TH.20,2015,
Madagascar,MDG,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Madagascar,MDG,Income share held by second 20%,SI.DST.02ND.20,2015,
Madagascar,MDG,Income share held by third 20%,SI.DST.03RD.20,2015,
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,44.12695456
Madagascar,MDG,"Population, total",SP.POP.TOTL,2015,24234088.0
Madagascar,MDG,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Madagascar,MDG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Madagascar,MDG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,8.45090007781982
Madagascar,MDG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,1.1387000083923302
Madagascar,MDG,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,4.9334001541137695
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,1.79999995231628
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Madagascar,MDG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,2.9360001087188703
Madagascar,MDG,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Malawi,MWI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,98.7528
Malawi,MWI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,0.034965029
Malawi,MWI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,350.0
Malawi,MWI,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Malawi,MWI,Income share held by highest 20%,SI.DST.05TH.20,2015,
Malawi,MWI,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Malawi,MWI,Income share held by second 20%,SI.DST.02ND.20,2015,
Malawi,MWI,Income share held by third 20%,SI.DST.03RD.20,2015,
Malawi,MWI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,39.21521754
Malawi,MWI,"Population, total",SP.POP.TOTL,2015,16745303.0
Malawi,MWI,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Malawi,MWI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Malawi,MWI,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Malawi,MWI,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Malawi,MWI,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,5.78599977493286
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Malawi,MWI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,7.65999984741211
Malawi,MWI,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Malaysia,MYS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,94.39024
Malaysia,MYS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,10.12125085
Malaysia,MYS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,10610.0
Malaysia,MYS,Income share held by fourth 20%,SI.DST.04TH.20,2015,22.0
Malaysia,MYS,Income share held by highest 20%,SI.DST.05TH.20,2015,47.3
Malaysia,MYS,Income share held by lowest 20%,SI.DST.FRST.20,2015,5.8
Malaysia,MYS,Income share held by second 20%,SI.DST.02ND.20,2015,10.1
Malaysia,MYS,Income share held by third 20%,SI.DST.03RD.20,2015,14.8
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,145.6973848
Malaysia,MYS,"Population, total",SP.POP.TOTL,2015,30270962.0
Malaysia,MYS,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Malaysia,MYS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,0.4
Malaysia,MYS,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,3.57999992370605
Malaysia,MYS,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,1.89999997615814
Malaysia,MYS,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,3.72000002861023
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,3.0999999046325697
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,3.0999999046325697
Malaysia,MYS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,10.7840003967285
Malaysia,MYS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,10.6599998474121
Maldives,MDV,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,99.03860999999999
Maldives,MDV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,5.0943582869999995
Maldives,MDV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,7650.0
Maldives,MDV,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Maldives,MDV,Income share held by highest 20%,SI.DST.05TH.20,2015,
Maldives,MDV,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Maldives,MDV,Income share held by second 20%,SI.DST.02ND.20,2015,
Maldives,MDV,Income share held by third 20%,SI.DST.03RD.20,2015,
Maldives,MDV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,162.6215886
Maldives,MDV,"Population, total",SP.POP.TOTL,2015,454915.0
Maldives,MDV,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Maldives,MDV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Maldives,MDV,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Maldives,MDV,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Maldives,MDV,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,5.67799997329712
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Maldives,MDV,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,14.663999557495101
Maldives,MDV,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Mali,MLI,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,96.17725
Mali,MLI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,0.020064479
Mali,MLI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,790.0
Mali,MLI,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Mali,MLI,Income share held by highest 20%,SI.DST.05TH.20,2015,
Mali,MLI,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Mali,MLI,Income share held by second 20%,SI.DST.02ND.20,2015,
Mali,MLI,Income share held by third 20%,SI.DST.03RD.20,2015,
Mali,MLI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,130.1634495
Mali,MLI,"Population, total",SP.POP.TOTL,2015,17438778.0
Mali,MLI,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Mali,MLI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Mali,MLI,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,16.428199768066403
Mali,MLI,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,12.2013998031616
Mali,MLI,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,12.582900047302198
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,7.729000091552731
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,7.729199886322019
Mali,MLI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,18.087999343872102
Mali,MLI,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,19.9964008331299
Malta,MLT,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,86.40641
Malta,MLT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,37.64308895
Malta,MLT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,24640.0
Malta,MLT,Income share held by fourth 20%,SI.DST.04TH.20,2015,22.5
Malta,MLT,Income share held by highest 20%,SI.DST.05TH.20,2015,38.1
Malta,MLT,Income share held by lowest 20%,SI.DST.FRST.20,2015,8.5
Malta,MLT,Income share held by second 20%,SI.DST.02ND.20,2015,13.4
Malta,MLT,Income share held by third 20%,SI.DST.03RD.20,2015,17.5
Malta,MLT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,120.8972712
Malta,MLT,"Population, total",SP.POP.TOTL,2015,445053.0
Malta,MLT,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Malta,MLT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Malta,MLT,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,1.9723000526428203
Malta,MLT,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,8.67850017547607
Malta,MLT,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,3.70539999008179
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,5.39099979400635
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,5.37900018692017
Malta,MLT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,11.769000053405799
Malta,MLT,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,11.6393003463745
Marshall Islands,MHL,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,
Marshall Islands,MHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,1.740977385
Marshall Islands,MHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,4360.0
Marshall Islands,MHL,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Marshall Islands,MHL,Income share held by highest 20%,SI.DST.05TH.20,2015,
Marshall Islands,MHL,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Marshall Islands,MHL,Income share held by second 20%,SI.DST.02ND.20,2015,
Marshall Islands,MHL,Income share held by third 20%,SI.DST.03RD.20,2015,
Marshall Islands,MHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,26.98514946
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2015,57439.0
Marshall Islands,MHL,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Marshall Islands,MHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Marshall Islands,MHL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Marshall Islands,MHL,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Marshall Islands,MHL,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Marshall Islands,MHL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,
Marshall Islands,MHL,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Mauritania,MRT,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,
Mauritania,MRT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,0.238192858
Mauritania,MRT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,1270.0
Mauritania,MRT,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Mauritania,MRT,Income share held by highest 20%,SI.DST.05TH.20,2015,
Mauritania,MRT,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Mauritania,MRT,Income share held by second 20%,SI.DST.02ND.20,2015,
Mauritania,MRT,Income share held by third 20%,SI.DST.03RD.20,2015,
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,90.06949804
Mauritania,MRT,"Population, total",SP.POP.TOTL,2015,4046301.0
Mauritania,MRT,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Mauritania,MRT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Mauritania,MRT,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
Mauritania,MRT,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
Mauritania,MRT,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,10.788999557495101
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
Mauritania,MRT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,16.8419990539551
Mauritania,MRT,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Mauritius,MUS,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,
Mauritius,MUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,15.67343361
Mauritius,MUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,10700.0
Mauritius,MUS,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Mauritius,MUS,Income share held by highest 20%,SI.DST.05TH.20,2015,
Mauritius,MUS,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Mauritius,MUS,Income share held by second 20%,SI.DST.02ND.20,2015,
Mauritius,MUS,Income share held by third 20%,SI.DST.03RD.20,2015,
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,139.9254916
Mauritius,MUS,"Population, total",SP.POP.TOTL,2015,1262605.0
Mauritius,MUS,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Mauritius,MUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Mauritius,MUS,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,8.13210010528564
Mauritius,MUS,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,5.729300022125241
Mauritius,MUS,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,8.67840003967285
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,7.40999984741211
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,7.40959978103638
Mauritius,MUS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,25.020999908447298
Mauritius,MUS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,25.4393005371094
Mexico,MEX,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,96.94083
Mexico,MEX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,12.11053419
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,10170.0
Mexico,MEX,Income share held by fourth 20%,SI.DST.04TH.20,2015,
Mexico,MEX,Income share held by highest 20%,SI.DST.05TH.20,2015,
Mexico,MEX,Income share held by lowest 20%,SI.DST.FRST.20,2015,
Mexico,MEX,Income share held by second 20%,SI.DST.02ND.20,2015,
Mexico,MEX,Income share held by third 20%,SI.DST.03RD.20,2015,
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,88.37175565
Mexico,MEX,"Population, total",SP.POP.TOTL,2015,121858258.0
Mexico,MEX,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
Mexico,MEX,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,4.9524998664856
Mexico,MEX,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,4.20650005340576
Mexico,MEX,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,5.35330009460449
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,4.3130002021789595
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,4.31269979476929
Mexico,MEX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,8.50899982452393
Mexico,MEX,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,8.557299613952638
"Micronesia, Fed. Sts.",FSM,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,
"Micronesia, Fed. Sts.",FSM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,3.009320905
"Micronesia, Fed. Sts.",FSM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,3490.0
"Micronesia, Fed. Sts.",FSM,Income share held by fourth 20%,SI.DST.04TH.20,2015,
"Micronesia, Fed. Sts.",FSM,Income share held by highest 20%,SI.DST.05TH.20,2015,
"Micronesia, Fed. Sts.",FSM,Income share held by lowest 20%,SI.DST.FRST.20,2015,
"Micronesia, Fed. Sts.",FSM,Income share held by second 20%,SI.DST.02ND.20,2015,
"Micronesia, Fed. Sts.",FSM,Income share held by third 20%,SI.DST.03RD.20,2015,
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,20.66669728
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2015,108895.0
"Micronesia, Fed. Sts.",FSM,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,
"Micronesia, Fed. Sts.",FSM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,
"Micronesia, Fed. Sts.",FSM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,
"Micronesia, Fed. Sts.",FSM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,2015,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2015,
"Micronesia, Fed. Sts.",FSM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2015,
"Micronesia, Fed. Sts.",FSM,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,2015,
Moldova,MDA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,2015,92.45564
Moldova,MDA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2015,13.12779129
Moldova,MDA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,2630.0
Moldova,MDA,Income share held by fourth 20%,SI.DST.04TH.20,2015,22.3
Moldova,MDA,Income share held by highest 20%,SI.DST.05TH.20,2015,36.9
Moldova,MDA,Income share held by lowest 20%,SI.DST.FRST.20,2015,9.7
Moldova,MDA,Income share held by second 20%,SI.DST.02ND.20,2015,13.7
Moldova,MDA,Income share held by third 20%,SI.DST.03RD.20,2015,17.5
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2015,91.21617904
Moldova,MDA,"Population, total",SP.POP.TOTL,2015,3554108.0
Moldova,MDA,Poverty gap at national poverty lines (%),SI.POV.NAGP,2015,
Moldova,MDA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,2015,9.6
Moldova,MDA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,2015,3.7279000282287598
Moldova,MDA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2015,3.78200006484985
